img_id,img_width,img_height,img_file,cat_id,cat_name,supercategory,ann_id,x,y,width,height,area,recorte_file
75,2448,3264,batch_1/000062.JPG,0,Aluminium foil,Aluminium foil,186,1065,2681,58,117,6786,recortes\Aluminium foil\Aluminium foil_186_000062.JPG
75,2448,3264,batch_1/000062.JPG,33,Normal paper,Paper,187,1113,411,105,180,18900,recortes\Normal paper\Normal paper_187_000062.JPG
75,2448,3264,batch_1/000062.JPG,7,Plastic bottle cap,Bottle cap,188,657,1217,80,160,12800,recortes\Plastic bottle cap\Plastic bottle cap_188_000062.JPG
76,2448,3264,batch_1/000098.JPG,5,Clear plastic bottle,Bottle,189,571,985,447,814,363858,recortes\Clear plastic bottle\Clear plastic bottle_189_000098.JPG
76,2448,3264,batch_1/000098.JPG,39,Other plastic wrapper,Plastic bag & wrapper,190,1751,2342,174,90,15660,recortes\Other plastic wrapper\Other plastic wrapper_190_000098.JPG
76,2448,3264,batch_1/000098.JPG,8,Metal bottle cap,Bottle cap,191,1998,1730,85,67,5695,recortes\Metal bottle cap\Metal bottle cap_191_000098.JPG
76,2448,3264,batch_1/000098.JPG,7,Plastic bottle cap,Bottle cap,192,797,985,96,53,5088,recortes\Plastic bottle cap\Plastic bottle cap_192_000098.JPG
76,2448,3264,batch_1/000098.JPG,50,Pop tab,Pop tab,193,1913,2526,125,95,11875,recortes\Pop tab\Pop tab_193_000098.JPG
77,2448,3264,batch_1/000099.JPG,37,Six pack rings,Plastic bag & wrapper,194,657,15,553,583,322399,recortes\Six pack rings\Six pack rings_194_000099.JPG
77,2448,3264,batch_1/000099.JPG,27,Plastic lid,Lid,195,850,1772,424,418,177232,recortes\Plastic lid\Plastic lid_195_000099.JPG
78,2448,3264,batch_1/000064.JPG,22,Foam cup,Cup,196,913,1077,606,591,358146,recortes\Foam cup\Foam cup_196_000064.JPG
79,2448,3264,batch_1/000100.JPG,22,Foam cup,Cup,197,930,615,706,709,500554,recortes\Foam cup\Foam cup_197_000100.JPG
80,2448,3264,batch_1/000101.JPG,56,Paper straw,Straw,198,1040,59,910,2252,2049320,recortes\Paper straw\Paper straw_198_000101.JPG
80,2448,3264,batch_1/000101.JPG,23,Glass cup,Cup,199,439,1055,1445,1373,1983985,recortes\Glass cup\Glass cup_199_000101.JPG
81,2448,3264,batch_1/000102.JPG,17,Corrugated carton,Carton,200,812,1171,1204,825,993300,recortes\Corrugated carton\Corrugated carton_200_000102.JPG
81,2448,3264,batch_1/000102.JPG,17,Corrugated carton,Carton,201,955,340,1040,878,913120,recortes\Corrugated carton\Corrugated carton_201_000102.JPG
81,2448,3264,batch_1/000102.JPG,17,Corrugated carton,Carton,202,1824,720,610,818,498980,recortes\Corrugated carton\Corrugated carton_202_000102.JPG
81,2448,3264,batch_1/000102.JPG,25,Food waste,Food waste,203,1177,1887,52,48,2496,recortes\Food waste\Food waste_203_000102.JPG
81,2448,3264,batch_1/000102.JPG,25,Food waste,Food waste,204,1014,1875,50,46,2300,recortes\Food waste\Food waste_204_000102.JPG
81,2448,3264,batch_1/000102.JPG,58,Unlabeled litter,Unlabeled litter,205,1097,222,106,70,7420,recortes\Unlabeled litter\Unlabeled litter_205_000102.JPG
82,3264,2448,batch_1/000104.JPG,2,Aluminium blister pack,Blister pack,206,1958,128,564,685,386340,recortes\Aluminium blister pack\Aluminium blister pack_206_000104.JPG
82,3264,2448,batch_1/000104.JPG,1,Battery,Battery,207,1322,425,311,215,66865,recortes\Battery\Battery_207_000104.JPG
82,3264,2448,batch_1/000104.JPG,11,Aerosol,Can,208,734,1236,1192,1153,1374376,recortes\Aerosol\Aerosol_208_000104.JPG
82,3264,2448,batch_1/000104.JPG,7,Plastic bottle cap,Bottle cap,209,2245,1878,284,270,76680,recortes\Plastic bottle cap\Plastic bottle cap_209_000104.JPG
82,3264,2448,batch_1/000104.JPG,7,Plastic bottle cap,Bottle cap,210,2493,1045,260,184,47840,recortes\Plastic bottle cap\Plastic bottle cap_210_000104.JPG
82,3264,2448,batch_1/000104.JPG,54,Squeezable tube,Squeezable tube,211,2493,1044,689,1229,846781,recortes\Squeezable tube\Squeezable tube_211_000104.JPG
82,3264,2448,batch_1/000104.JPG,54,Squeezable tube,Squeezable tube,212,1545,1010,375,455,170625,recortes\Squeezable tube\Squeezable tube_212_000104.JPG
83,2448,3264,batch_1/000105.JPG,36,Plastic film,Plastic bag & wrapper,213,848,1113,1099,1418,1558382,recortes\Plastic film\Plastic film_213_000105.JPG
84,2448,3264,batch_1/000106.JPG,13,Toilet tube,Carton,214,1105,827,756,295,223020,recortes\Toilet tube\Toilet tube_214_000106.JPG
84,2448,3264,batch_1/000106.JPG,13,Toilet tube,Carton,215,760,1661,523,195,101985,recortes\Toilet tube\Toilet tube_215_000106.JPG
84,2448,3264,batch_1/000106.JPG,13,Toilet tube,Carton,216,951,2782,299,422,126178,recortes\Toilet tube\Toilet tube_216_000106.JPG
84,2448,3264,batch_1/000106.JPG,4,Other plastic bottle,Bottle,217,1680,2500,278,682,189596,recortes\Other plastic bottle\Other plastic bottle_217_000106.JPG
84,2448,3264,batch_1/000106.JPG,4,Other plastic bottle,Bottle,218,2030,2438,417,635,264795,recortes\Other plastic bottle\Other plastic bottle_218_000106.JPG
84,2448,3264,batch_1/000106.JPG,7,Plastic bottle cap,Bottle cap,219,2112,2439,336,229,76944,recortes\Plastic bottle cap\Plastic bottle cap_219_000106.JPG
85,2448,3264,batch_1/000107.JPG,12,Drink can,Can,220,2039,1606,360,536,192960,recortes\Drink can\Drink can_220_000107.JPG
85,2448,3264,batch_1/000107.JPG,38,Garbage bag,Plastic bag & wrapper,221,1909,544,200,268,53600,recortes\Garbage bag\Garbage bag_221_000107.JPG
85,2448,3264,batch_1/000107.JPG,38,Garbage bag,Plastic bag & wrapper,222,2061,501,189,286,54054,recortes\Garbage bag\Garbage bag_222_000107.JPG
85,2448,3264,batch_1/000107.JPG,38,Garbage bag,Plastic bag & wrapper,223,2153,413,192,277,53184,recortes\Garbage bag\Garbage bag_223_000107.JPG
85,2448,3264,batch_1/000107.JPG,50,Pop tab,Pop tab,224,2223,2025,101,92,9292,recortes\Pop tab\Pop tab_224_000107.JPG
86,2448,3264,batch_1/000108.JPG,51,Rope & strings,Rope & strings,225,821,1683,683,725,495175,recortes\Rope & strings\Rope & strings_225_000108.JPG
87,2448,3264,batch_1/000110.JPG,39,Other plastic wrapper,Plastic bag & wrapper,226,676,546,212,292,61904,recortes\Other plastic wrapper\Other plastic wrapper_226_000110.JPG
87,2448,3264,batch_1/000110.JPG,12,Drink can,Can,227,779,2933,240,116,27840,recortes\Drink can\Drink can_227_000110.JPG
88,2448,3264,batch_1/000111.JPG,12,Drink can,Can,228,844,2332,257,296,76072,recortes\Drink can\Drink can_228_000111.JPG
88,2448,3264,batch_1/000111.JPG,12,Drink can,Can,229,434,1871,187,281,52547,recortes\Drink can\Drink can_229_000111.JPG
88,2448,3264,batch_1/000111.JPG,45,Disposable food container,Plastic container,230,839,1845,241,375,90375,recortes\Disposable food container\Disposable food container_230_000111.JPG
89,3264,2448,batch_1/000115.JPG,18,Meal carton,Carton,231,1523,1057,564,539,303996,recortes\Meal carton\Meal carton_231_000115.JPG
89,3264,2448,batch_1/000115.JPG,5,Clear plastic bottle,Bottle,232,361,520,698,331,231038,recortes\Clear plastic bottle\Clear plastic bottle_232_000115.JPG
89,3264,2448,batch_1/000115.JPG,7,Plastic bottle cap,Bottle cap,233,993,520,65,97,6305,recortes\Plastic bottle cap\Plastic bottle cap_233_000115.JPG
89,3264,2448,batch_1/000115.JPG,12,Drink can,Can,234,2278,759,457,213,97341,recortes\Drink can\Drink can_234_000115.JPG
89,3264,2448,batch_1/000115.JPG,45,Disposable food container,Plastic container,235,2981,151,283,294,83202,recortes\Disposable food container\Disposable food container_235_000115.JPG
89,3264,2448,batch_1/000115.JPG,33,Normal paper,Paper,236,2427,845,413,262,108206,recortes\Normal paper\Normal paper_236_000115.JPG
89,3264,2448,batch_1/000115.JPG,58,Unlabeled litter,Unlabeled litter,237,2728,797,131,84,11004,recortes\Unlabeled litter\Unlabeled litter_237_000115.JPG
89,3264,2448,batch_1/000115.JPG,58,Unlabeled litter,Unlabeled litter,238,2803,116,102,113,11526,recortes\Unlabeled litter\Unlabeled litter_238_000115.JPG
90,2448,3264,batch_1/000117.JPG,20,Paper cup,Cup,239,1555,799,395,502,198290,recortes\Paper cup\Paper cup_239_000117.JPG
90,2448,3264,batch_1/000117.JPG,27,Plastic lid,Lid,240,1591,799,356,319,113564,recortes\Plastic lid\Plastic lid_240_000117.JPG
90,2448,3264,batch_1/000117.JPG,58,Unlabeled litter,Unlabeled litter,241,2195,538,70,68,4760,recortes\Unlabeled litter\Unlabeled litter_241_000117.JPG
90,2448,3264,batch_1/000117.JPG,33,Normal paper,Paper,242,2185,1042,112,268,30016,recortes\Normal paper\Normal paper_242_000117.JPG
91,2448,3264,batch_1/000118.JPG,42,Crisp packet,Plastic bag & wrapper,243,831,1289,348,251,87348,recortes\Crisp packet\Crisp packet_243_000118.JPG
92,2448,3264,batch_1/000119.JPG,25,Food waste,Food waste,244,922,1748,492,775,381300,recortes\Food waste\Food waste_244_000119.JPG
93,2448,3264,batch_1/000120.JPG,36,Plastic film,Plastic bag & wrapper,245,593,1208,1311,856,1122216,recortes\Plastic film\Plastic film_245_000120.JPG
94,2448,3264,batch_1/000121.JPG,7,Plastic bottle cap,Bottle cap,246,728,2087,192,204,39168,recortes\Plastic bottle cap\Plastic bottle cap_246_000121.JPG
94,2448,3264,batch_1/000121.JPG,8,Metal bottle cap,Bottle cap,247,1050,1243,167,119,19873,recortes\Metal bottle cap\Metal bottle cap_247_000121.JPG
95,2448,3264,batch_1/000122.JPG,8,Metal bottle cap,Bottle cap,248,654,1783,126,114,14364,recortes\Metal bottle cap\Metal bottle cap_248_000122.JPG
96,1241,751,batch_1/000004.jpg,12,Drink can,Can,249,649,55,93,88,8184,recortes\Drink can\Drink can_249_000004.jpg
97,2448,3264,batch_1/000124.JPG,57,Styrofoam piece,Styrofoam piece,250,489,124,1761,3125,5503125,recortes\Styrofoam piece\Styrofoam piece_250_000124.JPG
97,2448,3264,batch_1/000124.JPG,0,Aluminium foil,Aluminium foil,251,808,2039,609,716,436044,recortes\Aluminium foil\Aluminium foil_251_000124.JPG
97,2448,3264,batch_1/000124.JPG,0,Aluminium foil,Aluminium foil,252,1318,2098,373,488,182024,recortes\Aluminium foil\Aluminium foil_252_000124.JPG
98,2448,3264,batch_1/000127.JPG,10,Food Can,Can,253,1,1727,849,1217,1033233,recortes\Food Can\Food Can_253_000127.JPG
98,2448,3264,batch_1/000127.JPG,10,Food Can,Can,254,768,1254,962,675,649350,recortes\Food Can\Food Can_254_000127.JPG
98,2448,3264,batch_1/000127.JPG,36,Plastic film,Plastic bag & wrapper,255,0,702,877,1401,1228677,recortes\Plastic film\Plastic film_255_000127.JPG
98,2448,3264,batch_1/000127.JPG,36,Plastic film,Plastic bag & wrapper,256,200,1601,2248,1663,3738424,recortes\Plastic film\Plastic film_256_000127.JPG
98,2448,3264,batch_1/000127.JPG,38,Garbage bag,Plastic bag & wrapper,257,1,0,2447,1097,2684359,recortes\Garbage bag\Garbage bag_257_000127.JPG
98,2448,3264,batch_1/000127.JPG,14,Other carton,Carton,258,661,97,1787,1212,2165844,recortes\Other carton\Other carton_258_000127.JPG
98,2448,3264,batch_1/000127.JPG,14,Other carton,Carton,259,1711,1285,736,958,705088,recortes\Other carton\Other carton_259_000127.JPG
98,2448,3264,batch_1/000127.JPG,45,Disposable food container,Plastic container,260,0,158,1532,1156,1770992,recortes\Disposable food container\Disposable food container_260_000127.JPG
98,2448,3264,batch_1/000127.JPG,43,Spread tub,Plastic container,261,634,71,513,163,83619,recortes\Spread tub\Spread tub_261_000127.JPG
98,2448,3264,batch_1/000127.JPG,31,Tissues,Paper,262,434,84,291,188,54708,recortes\Tissues\Tissues_262_000127.JPG
99,2448,3264,batch_1/000128.JPG,14,Other carton,Carton,263,0,0,1528,1687,2577736,recortes\Other carton\Other carton_263_000128.JPG
99,2448,3264,batch_1/000128.JPG,16,Drink carton,Carton,264,52,71,758,654,495732,recortes\Drink carton\Drink carton_264_000128.JPG
99,2448,3264,batch_1/000128.JPG,14,Other carton,Carton,265,0,1093,1936,1756,3399616,recortes\Other carton\Other carton_265_000128.JPG
99,2448,3264,batch_1/000128.JPG,12,Drink can,Can,266,1102,861,611,339,207129,recortes\Drink can\Drink can_266_000128.JPG
99,2448,3264,batch_1/000128.JPG,10,Food Can,Can,267,1505,401,543,567,307881,recortes\Food Can\Food Can_267_000128.JPG
99,2448,3264,batch_1/000128.JPG,10,Food Can,Can,268,1850,1007,598,531,317538,recortes\Food Can\Food Can_268_000128.JPG
99,2448,3264,batch_1/000128.JPG,13,Toilet tube,Carton,269,1694,727,602,538,323876,recortes\Toilet tube\Toilet tube_269_000128.JPG
99,2448,3264,batch_1/000128.JPG,50,Pop tab,Pop tab,270,2294,1152,154,161,24794,recortes\Pop tab\Pop tab_270_000128.JPG
99,2448,3264,batch_1/000128.JPG,4,Other plastic bottle,Bottle,271,954,1582,1492,1290,1924680,recortes\Other plastic bottle\Other plastic bottle_271_000128.JPG
99,2448,3264,batch_1/000128.JPG,7,Plastic bottle cap,Bottle cap,272,953,2663,173,211,36503,recortes\Plastic bottle cap\Plastic bottle cap_272_000128.JPG
99,2448,3264,batch_1/000128.JPG,36,Plastic film,Plastic bag & wrapper,273,0,2601,868,617,535556,recortes\Plastic film\Plastic film_273_000128.JPG
99,2448,3264,batch_1/000128.JPG,0,Aluminium foil,Aluminium foil,274,739,2488,704,570,401280,recortes\Aluminium foil\Aluminium foil_274_000128.JPG
99,2448,3264,batch_1/000128.JPG,0,Aluminium foil,Aluminium foil,275,1447,2388,1001,876,876876,recortes\Aluminium foil\Aluminium foil_275_000128.JPG
100,2448,3264,batch_1/000129.JPG,17,Corrugated carton,Carton,276,0,1139,2394,1963,4699422,recortes\Corrugated carton\Corrugated carton_276_000129.JPG
100,2448,3264,batch_1/000129.JPG,10,Food Can,Can,277,618,1224,249,242,60258,recortes\Food Can\Food Can_277_000129.JPG
100,2448,3264,batch_1/000129.JPG,16,Drink carton,Carton,278,984,901,440,633,278520,recortes\Drink carton\Drink carton_278_000129.JPG
100,2448,3264,batch_1/000129.JPG,14,Other carton,Carton,279,1014,805,447,362,161814,recortes\Other carton\Other carton_279_000129.JPG
100,2448,3264,batch_1/000129.JPG,15,Egg carton,Carton,280,1196,549,262,276,72312,recortes\Egg carton\Egg carton_280_000129.JPG
100,2448,3264,batch_1/000129.JPG,14,Other carton,Carton,281,1479,772,596,328,195488,recortes\Other carton\Other carton_281_000129.JPG
100,2448,3264,batch_1/000129.JPG,14,Other carton,Carton,282,335,641,620,511,316820,recortes\Other carton\Other carton_282_000129.JPG
30,1537,2049,batch_1/000028.jpg,59,Cigarette,Cigarette,283,454,1437,36,102,3672,recortes\Cigarette\Cigarette_283_000028.jpg
50,2448,3264,batch_1/000068.JPG,59,Cigarette,Cigarette,284,170,1508,86,154,13244,recortes\Cigarette\Cigarette_284_000068.JPG
50,2448,3264,batch_1/000068.JPG,59,Cigarette,Cigarette,285,130,1348,78,98,7644,recortes\Cigarette\Cigarette_285_000068.JPG
54,2448,3264,batch_1/000072.JPG,59,Cigarette,Cigarette,286,968,2492,138,126,17388,recortes\Cigarette\Cigarette_286_000072.JPG
56,2448,3264,batch_1/000074.JPG,59,Cigarette,Cigarette,287,1776,1222,38,10,380,recortes\Cigarette\Cigarette_287_000074.JPG
57,2448,3264,batch_1/000076.JPG,59,Cigarette,Cigarette,288,548,1836,52,52,2704,recortes\Cigarette\Cigarette_288_000076.JPG
57,2448,3264,batch_1/000076.JPG,59,Cigarette,Cigarette,289,368,1658,56,58,3248,recortes\Cigarette\Cigarette_289_000076.JPG
57,2448,3264,batch_1/000076.JPG,59,Cigarette,Cigarette,290,302,1634,76,80,6080,recortes\Cigarette\Cigarette_290_000076.JPG
57,2448,3264,batch_1/000076.JPG,59,Cigarette,Cigarette,291,54,1340,60,62,3720,recortes\Cigarette\Cigarette_291_000076.JPG
57,2448,3264,batch_1/000076.JPG,59,Cigarette,Cigarette,292,1180,876,74,70,5180,recortes\Cigarette\Cigarette_292_000076.JPG
57,2448,3264,batch_1/000076.JPG,59,Cigarette,Cigarette,293,1026,1004,70,70,4900,recortes\Cigarette\Cigarette_293_000076.JPG
60,2448,3264,batch_1/000081.JPG,59,Cigarette,Cigarette,294,1388,2610,64,96,6144,recortes\Cigarette\Cigarette_294_000081.JPG
64,2448,3264,batch_1/000085.JPG,59,Cigarette,Cigarette,295,1338,1236,74,46,3404,recortes\Cigarette\Cigarette_295_000085.JPG
64,2448,3264,batch_1/000085.JPG,59,Cigarette,Cigarette,296,1536,1146,118,32,3776,recortes\Cigarette\Cigarette_296_000085.JPG
64,2448,3264,batch_1/000085.JPG,59,Cigarette,Cigarette,297,1590,1214,124,86,10664,recortes\Cigarette\Cigarette_297_000085.JPG
64,2448,3264,batch_1/000085.JPG,59,Cigarette,Cigarette,298,1676,1424,34,102,3468,recortes\Cigarette\Cigarette_298_000085.JPG
64,2448,3264,batch_1/000085.JPG,59,Cigarette,Cigarette,299,1710,1472,104,40,4160,recortes\Cigarette\Cigarette_299_000085.JPG
64,2448,3264,batch_1/000085.JPG,59,Cigarette,Cigarette,300,1854,1278,28,82,2296,recortes\Cigarette\Cigarette_300_000085.JPG
65,2448,3264,batch_1/000086.JPG,59,Cigarette,Cigarette,301,740,540,122,62,7564,recortes\Cigarette\Cigarette_301_000086.JPG
65,2448,3264,batch_1/000086.JPG,59,Cigarette,Cigarette,302,1396,1630,124,86,10664,recortes\Cigarette\Cigarette_302_000086.JPG
66,2448,3264,batch_1/000087.JPG,59,Cigarette,Cigarette,303,148,816,60,72,4320,recortes\Cigarette\Cigarette_303_000087.JPG
86,2448,3264,batch_1/000108.JPG,59,Cigarette,Cigarette,304,1296,1512,84,116,9744,recortes\Cigarette\Cigarette_304_000108.JPG
89,3264,2448,batch_1/000115.JPG,59,Cigarette,Cigarette,305,474,496,90,44,3960,recortes\Cigarette\Cigarette_305_000115.JPG
89,3264,2448,batch_1/000115.JPG,59,Cigarette,Cigarette,306,898,346,38,18,684,recortes\Cigarette\Cigarette_306_000115.JPG
89,3264,2448,batch_1/000115.JPG,59,Cigarette,Cigarette,307,248,84,64,28,1792,recortes\Cigarette\Cigarette_307_000115.JPG
89,3264,2448,batch_1/000115.JPG,59,Cigarette,Cigarette,308,700,1560,58,34,1972,recortes\Cigarette\Cigarette_308_000115.JPG
93,2448,3264,batch_1/000120.JPG,59,Cigarette,Cigarette,309,1822,1026,34,44,1496,recortes\Cigarette\Cigarette_309_000120.JPG
101,1824,4000,batch_10/000000.jpg,5,Clear plastic bottle,Bottle,309,1370,1291,380,150,57000,recortes\Clear plastic bottle\Clear plastic bottle_309_000000.jpg
102,4000,1824,batch_10/000001.jpg,4,Other plastic bottle,Bottle,310,247,101,458,397,181826,recortes\Other plastic bottle\Other plastic bottle_310_000001.jpg
102,4000,1824,batch_10/000001.jpg,7,Plastic bottle cap,Bottle cap,311,247,427,77,70,5390,recortes\Plastic bottle cap\Plastic bottle cap_311_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,312,295,75,203,127,25781,recortes\Unlabeled litter\Unlabeled litter_312_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,313,869,718,426,248,105648,recortes\Unlabeled litter\Unlabeled litter_313_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,314,851,751,191,186,35526,recortes\Unlabeled litter\Unlabeled litter_314_000001.jpg
102,4000,1824,batch_10/000001.jpg,54,Squeezable tube,Squeezable tube,315,2231,836,263,206,54178,recortes\Squeezable tube\Squeezable tube_315_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,316,2436,873,83,106,8798,recortes\Unlabeled litter\Unlabeled litter_316_000001.jpg
102,4000,1824,batch_10/000001.jpg,5,Clear plastic bottle,Bottle,317,2577,423,168,139,23352,recortes\Clear plastic bottle\Clear plastic bottle_317_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,318,3007,874,64,65,4160,recortes\Unlabeled litter\Unlabeled litter_318_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,319,2955,868,32,12,384,recortes\Unlabeled litter\Unlabeled litter_319_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,320,1353,1598,56,56,3136,recortes\Unlabeled litter\Unlabeled litter_320_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,321,1061,661,57,59,3363,recortes\Unlabeled litter\Unlabeled litter_321_000001.jpg
102,4000,1824,batch_10/000001.jpg,58,Unlabeled litter,Unlabeled litter,322,3297,455,63,19,1197,recortes\Unlabeled litter\Unlabeled litter_322_000001.jpg
103,4000,1824,batch_10/000002.jpg,58,Unlabeled litter,Unlabeled litter,323,643,551,116,51,5916,recortes\Unlabeled litter\Unlabeled litter_323_000002.jpg
103,4000,1824,batch_10/000002.jpg,29,Other plastic,Other plastic,324,257,1386,116,28,3248,recortes\Other plastic\Other plastic_324_000002.jpg
103,4000,1824,batch_10/000002.jpg,5,Clear plastic bottle,Bottle,325,1224,994,406,200,81200,recortes\Clear plastic bottle\Clear plastic bottle_325_000002.jpg
103,4000,1824,batch_10/000002.jpg,7,Plastic bottle cap,Bottle cap,326,1224,1159,33,37,1221,recortes\Plastic bottle cap\Plastic bottle cap_326_000002.jpg
103,4000,1824,batch_10/000002.jpg,58,Unlabeled litter,Unlabeled litter,327,1217,429,139,59,8201,recortes\Unlabeled litter\Unlabeled litter_327_000002.jpg
103,4000,1824,batch_10/000002.jpg,36,Plastic film,Plastic bag & wrapper,328,7,689,102,82,8364,recortes\Plastic film\Plastic film_328_000002.jpg
104,4000,1824,batch_10/000003.jpg,36,Plastic film,Plastic bag & wrapper,329,1,238,98,84,8232,recortes\Plastic film\Plastic film_329_000003.jpg
104,4000,1824,batch_10/000003.jpg,5,Clear plastic bottle,Bottle,330,516,377,248,178,44144,recortes\Clear plastic bottle\Clear plastic bottle_330_000003.jpg
104,4000,1824,batch_10/000003.jpg,5,Clear plastic bottle,Bottle,331,665,313,245,191,46795,recortes\Clear plastic bottle\Clear plastic bottle_331_000003.jpg
